time,loss,mse_loss,val_loss,val_mse_loss,lr
283.54076886177063,3.540,0.498,3.879,0.490,1.0000e-10
84.47595524787903,-0.228,0.373,-0.599,0.296,1.9609e-06
78.81099271774292,-0.678,0.302,-0.789,0.269,3.9217e-06
78.80775022506714,-0.823,0.263,-0.927,0.226,5.8824e-06
78.83542037010193,-0.930,0.233,-1.019,0.200,7.8432e-06
78.82693243026733,-0.997,0.207,-1.085,0.183,9.8040e-06
78.8810830116272,-1.050,0.193,-1.116,0.189,1.1765e-05
78.84290862083435,-1.082,0.189,-1.183,0.170,1.3726e-05
78.85682344436646,-1.119,0.184,-1.173,0.166,1.5686e-05
78.99965977668762,-1.147,0.179,-1.252,0.159,1.7647e-05
79.44637608528137,-1.158,0.170,-1.246,0.145,1.9608e-05
78.82276821136475,-1.178,0.167,-1.283,0.156,2.1569e-05
78.91278719902039,-1.188,0.168,-1.304,0.146,2.3529e-05
79.06196594238281,-1.206,0.166,-1.298,0.152,2.5490e-05
78.91629576683044,-1.227,0.160,-1.256,0.147,2.7451e-05
78.87977528572083,-1.223,0.159,-1.286,0.147,2.9412e-05
78.90007829666138,-1.243,0.157,-1.345,0.139,3.1373e-05
78.92880582809448,-1.249,0.151,-1.356,0.142,3.3333e-05
79.05141472816467,-1.260,0.141,-1.313,0.143,3.5294e-05
78.92400336265564,-1.262,0.150,-1.363,0.128,3.7255e-05
80.07440328598022,-1.273,0.145,-1.353,0.127,3.9216e-05
79.16688179969788,-1.278,0.146,-1.344,0.123,4.1177e-05
78.90807890892029,-1.282,0.150,-1.371,0.141,4.3137e-05
78.88124799728394,-1.283,0.139,-1.366,0.138,4.5098e-05
78.93300604820251,-1.311,0.132,-1.359,0.130,4.7059e-05
78.91464471817017,-1.307,0.134,-1.395,0.134,4.9020e-05
79.12632441520691,-1.323,0.131,-1.417,0.116,5.0980e-05
78.95547008514404,-1.326,0.136,-1.423,0.132,5.2941e-05
78.95470333099365,-1.323,0.139,-1.447,0.130,5.4902e-05
78.92170906066895,-1.335,0.129,-1.413,0.126,5.6863e-05
79.86689138412476,-1.344,0.134,-1.412,0.108,5.8824e-05
78.93563508987427,-1.347,0.126,-1.405,0.115,6.0784e-05
100.23642110824585,-1.348,0.131,-1.487,0.106,6.2745e-05
85.41339159011841,-1.358,0.123,-1.469,0.110,6.4706e-05
78.92206287384033,-1.362,0.119,-1.464,0.098,6.6667e-05
78.94338083267212,-1.382,0.121,-1.450,0.142,6.8627e-05
79.13514971733093,-1.386,0.118,-1.441,0.108,7.0588e-05
78.9163589477539,-1.382,0.121,-1.491,0.101,7.2549e-05
