FE_H_pred,FE_H_err,LOGG_actual,FE_H_actual
-0.035335423832744225,0.06926503100448395,2.3925078,0.20293
-0.025975948075739858,0.0292987158435065,2.7351677,0.066552
-0.206610747805881,0.015080220067940827,2.275919,-0.24544
-0.14245829254607267,0.05708180829557348,1.3631401,-0.23996
-0.12633420093063683,0.02632906528848523,2.8347569,-0.38078
0.011970230859189024,0.14349536527411347,4.1288815,-0.10061
-0.1035212707733664,0.026263468388196744,2.4417558,-0.36704
0.13862769272698877,0.17646723354443802,4.3953795,0.029314
-0.07443404473055505,0.1194547359889964,3.9946105,-0.11934
-0.07506283313497807,0.058813116949433246,2.7416651,0.056484
-0.1391974180824334,0.03570540851405781,2.4087183,-0.06472
0.03986630110199596,0.05408097432911796,1.425848,0.097914
-0.10689349300524378,0.042167331441461585,2.55343,-0.027804
0.020851509601200774,0.02929486929007793,2.8413801,0.14819
-0.13580993806934355,0.05593224750181498,1.7091703,-0.2241
0.1260622334873387,0.172744249306926,4.1085763,-0.28115
0.09432981591877443,0.027118437130977825,4.4656496,0.08941
-0.04697428538282407,0.01383382223810464,2.7370732,-0.093
0.11651444143404521,0.04422006383646408,4.053963,0.15237
-0.7490663878561477,0.2318331151187826,4.6789594,
-0.20874774476530697,0.24673287788927292,1.4869602,-0.26292
-0.8614277025875295,0.06965294853288599,1.2906678,-1.2957
-0.031078742615133437,0.04882740859479146,3.1202688,-0.45435
-0.22571315595939634,0.07436943951231666,0.81554943,-0.40602
0.028642173786691594,0.06824216031157304,2.5331182,0.28062
-0.004911159792230307,0.14070993829965764,4.1652074,-0.17175
-0.01611933579081251,0.1529508657316217,3.8775332,0.097472
0.1560991707889588,0.024986147222742425,4.034472,0.27514
-0.15124086181315777,0.026122327490356253,2.2945123,-0.25926
-0.16552063112992046,0.04844664047565565,1.4534492,-0.27613
-0.24728324907794264,0.0701714005750225,4.621238,-0.23565
-0.36859135168941526,0.15799136194548105,0.9711347,-0.5417
-0.3735756629648255,0.0623135533478461,4.6438828,-0.29994
-0.009980082399818818,0.06472116615070723,2.3735938,0.1909
0.05325592026778975,0.02402832545144571,3.3569024,-0.17346
-0.22042695124528197,0.03442107921508923,2.3761559,-0.61269
-0.05265947850699462,0.0534058132293825,2.4983466,0.089852
-0.2201745471306004,0.03620919356449006,2.5404012,-0.48618
-0.0680672774437264,0.06490229878906298,2.478577,0.1848
-0.15139403523100955,0.03688519375657054,2.3540938,-0.065196
0.15993793264574974,0.214937100286493,4.1784363,-0.29784
-0.10721566165489689,0.1054748410449826,4.556402,-0.5259
-0.028858572767549245,0.017168351671248784,3.0549126,-0.048028
-0.23012194406995867,0.026877078211450054,2.1125836,-0.47246
0.12040474753488728,0.027128906520415285,3.929201,0.13818
0.14958784844028378,0.044252929713671764,3.8009217,0.013
0.05659723735865341,0.023101226875118504,4.1079535,0.09128
-0.31253821923583347,0.09890293280413054,4.6005907,-0.35827
-0.12260311688334535,0.016284676123776275,2.9672208,-0.15574
-0.04873656767503183,0.12592198030305762,1.3339899,-0.041276
-0.2211201014574346,0.04069084999548381,2.689253,-0.64785
-0.055181353425613616,0.043541131102259434,2.6733756,0.031514
0.10501034838917545,0.1629818722296443,4.1641097,-0.14016
0.05375268006037415,0.05701380756695985,1.5005548,0.12899
0.17183903624014818,0.19897506373154303,4.088982,-0.1999
-0.19704448287774698,0.018408099908304873,2.1527734,-0.22546
0.026371418657736317,0.024952709820901788,3.306633,0.094007
-0.050582587958405714,0.029807454107424393,2.4944966,-0.1602
-0.22449840710881336,0.02544988059749193,2.1577554,-0.38036
